date,actual_avg_price_inr_per_kg,predicted_avg_price_inr_per_kg,model_run_date,horizon_days,model_version
2018-04-30,809.135,,,,
2018-05-01,829.17,,,,
2018-05-02,779.095,,,,
2018-05-03,797.98,,,,
2018-05-04,805.2,,,,
2018-05-05,815.0350000000001,,,,
2018-05-07,811.01,,,,
2018-05-08,856.54,,,,
2018-05-09,863.045,,,,
2018-05-10,811.765,,,,
2018-05-11,816.33,,,,
2018-05-12,828.395,,,,
2018-05-14,808.255,,,,
2018-05-15,796.915,,,,
2018-05-16,821.76,,,,
2018-05-17,815.085,,,,
2018-05-18,817.27,,,,
2018-05-19,755.325,,,,
2018-05-21,764.08,,,,
2018-05-22,856.63,,,,
2018-05-23,851.58,,,,
2018-05-24,830.51,,,,
2018-05-25,905.87,,,,
2018-05-26,839.82,,,,
2018-05-28,831.4,,,,
2018-05-29,828.79,,,,
2018-05-31,798.32,,,,
2018-06-01,828.24,,,,
2018-06-02,832.17,,,,
2018-06-04,785.05,,,,
2018-06-05,864.95,,,,
2018-06-06,867.26,,,,
2018-06-07,847.54,,,,
2018-06-08,904.87,,,,
2018-06-09,855.97,,,,
2018-06-11,887.66,,,,
2018-06-12,925.4,,,,
2018-06-13,956.64,,,,
2018-06-14,917.38,,,,
2018-06-15,949.92,,,,
2018-06-18,972.26,,,,
2018-06-19,1001.42,,,,
2018-06-20,978.93,,,,
2018-06-21,963.96,,,,
2018-06-23,904.52,,,,
2018-06-25,912.31,,,,
2018-06-26,975.77,,,,
2018-06-27,942.77,,,,
2018-06-28,942.02,,,,
2018-06-29,951.3,,,,
2018-06-30,1002.08,,,,
2018-07-02,982.24,,,,
2018-07-03,951.24,,,,
2018-07-04,989.97,,,,
2018-07-05,982.51,,,,
2018-07-06,1010.36,,,,
2018-07-09,976.23,,,,
2018-07-10,935.26,,,,
2018-07-11,928.67,,,,
2018-07-12,966.38,,,,
2018-07-13,1021.78,,,,
2018-07-14,992.06,,,,
2018-07-16,996.18,,,,
2018-07-17,974.56,,,,
2018-07-18,1033.65,,,,
2018-07-19,1043.98,,,,
2018-07-20,1063.03,,,,
2018-07-21,1054.69,,,,
2018-07-23,1084.6,,,,
2018-07-24,1090.03,,,,
2018-07-25,1052.86,,,,
2018-07-26,1050.29,,,,
2018-07-27,1137.3,,,,
2018-07-28,1070.68,,,,
2018-07-30,1039.21,,,,
2018-07-31,1000.37,,,,
2018-08-01,985.52,,,,
2018-08-02,963.84,,,,
2018-08-03,962.79,,,,
2018-08-06,980.73,,,,
2018-08-07,949.04,,,,
2018-08-09,982.09,,,,
2018-08-10,1020.54,,,,
2018-08-11,1025.46,,,,
2018-08-13,1074.69,,,,
2018-08-14,1106.87,,,,
2018-08-16,1212.83,,,,
2018-08-17,1244.25,,,,
2018-08-18,1266.55,,,,
2018-08-20,1220.02,,,,
2018-08-23,1168.4,,,,
2018-08-24,1151.82,,,,
2018-08-27,1197.81,,,,
2018-08-28,1267.59,,,,
2018-08-29,1307.42,,,,
2018-08-30,1222.99,,,,
2018-08-31,1202.26,,,,
2018-09-01,1252.9,,,,
2018-09-03,1240.48,,,,
2018-09-04,1249.46,,,,
2018-09-05,1239.17,,,,
2018-09-06,1255.7,,,,
2018-09-08,1323.66,,,,
2018-09-10,1314.98,,,,
2018-09-11,1312.17,,,,
2018-09-12,1308.08,,,,
2018-09-13,1308.71,,,,
2018-09-14,1283.29,,,,
2018-09-15,1256.8,,,,
2018-09-17,1259.45,,,,
2018-09-18,1230.23,,,,
2018-09-19,1256.37,,,,
2018-09-20,1247.87,,,,
2018-09-21,1259.58,,,,
2018-09-24,1268.18,,,,
2018-09-25,1261.13,,,,
2018-09-26,1252.65,,,,
2018-09-27,1253.7,,,,
2018-09-28,1247.36,,,,
2018-09-29,1230.12,,,,
2018-10-01,1187.17,,,,
2018-10-03,1173.73,,,,
2018-10-04,1145.77,,,,
2018-10-05,1185.29,,,,
2018-10-06,1157.27,,,,
2018-10-08,1177.08,,,,
2018-10-10,1175.38,,,,
2018-10-11,1168.07,,,,
2018-10-12,1174.42,,,,
2018-10-13,1177.3,,,,
2018-10-15,1226.1,,,,
2018-10-16,1217.28,,,,
2018-10-17,1196.02,,,,
2018-10-18,1249.56,,,,
2018-10-20,1224.51,,,,
2018-10-22,1238.64,,,,
2018-10-23,1194.44,,,,
2018-10-24,1218.9,,,,
2018-10-26,1203.64,,,,
2018-10-27,1184.15,,,,
2018-10-29,1192.97,,,,
2018-10-30,1200.9,,,,
2018-10-31,1230.28,,,,
2018-11-01,1215.34,,,,
2018-11-02,1209.12,,,,
2018-11-03,1247.73,,,,
2018-11-05,1250.87,,,,
2018-11-07,1290.79,,,,
2018-11-08,1264.19,,,,
2018-11-09,1243.94,,,,
2018-11-10,1246.96,,,,
2018-11-12,1236.44,,,,
2018-11-13,1278.51,,,,
2018-11-14,1345.11,,,,
2018-11-15,1389.01,,,,
2018-11-16,1333.2,,,,
2018-11-17,1331.57,,,,
2018-11-19,1347.7,,,,
2018-11-20,1308.7,,,,
2018-11-21,1314.13,,,,
2018-11-22,1279.28,,,,
2018-11-23,1287.05,,,,
2018-11-24,1301.71,,,,
2018-11-26,1336.48,,,,
2018-11-27,1333.73,,,,
2018-11-28,1352.82,,,,
2018-11-29,1375.62,,,,
2018-11-30,1347.93,,,,
2018-12-01,1320.33,,,,
2018-12-03,1307.13,,,,
2018-12-04,1284.38,,,,
2018-12-05,1303.55,,,,
2018-12-06,1293.32,,,,
2018-12-07,1324.13,,,,
2018-12-08,1350.04,,,,
2018-12-10,1322.62,,,,
2018-12-11,1317.5,,,,
2018-12-12,1314.39,,,,
2018-12-13,1346.88,,,,
2018-12-14,1326.59,,,,
2018-12-15,1312.04,,,,
2018-12-17,1319.87,,,,
2018-12-18,1306.8049999999998,,,,
2018-12-19,1291.525,,,,
2018-12-20,1301.9450000000002,,,,
2018-12-21,1331.575,,,,
2018-12-22,1351.92,,,,
2018-12-24,1307.24,,,,
2018-12-26,1332.6,,,,
2018-12-27,1307.57,,,,
2018-12-28,1314.95,,,,
2018-12-29,1281.0,,,,
2018-12-31,1312.17,,,,
2019-01-01,1325.5,,,,
2019-01-02,1326.29,,,,
2019-01-03,1328.97,,,,
2019-01-04,1345.53,,,,
2019-01-05,1387.97,,,,
2019-01-07,1403.98,,,,
2019-01-08,1393.26,,,,
2019-01-09,1439.86,,,,
2019-01-10,1391.92,,,,
2019-01-11,1420.85,,,,
2019-01-14,1475.96,,,,
2019-01-16,1486.43,,,,
2019-01-17,1500.01,,,,
2019-01-18,1526.63,,,,
2019-01-19,1544.04,,,,
2019-01-21,1549.89,,,,
2019-01-22,1511.17,,,,
2019-01-23,1471.44,,,,
2019-01-24,1522.9,,,,
2019-01-25,1471.02,,,,
2019-01-28,1463.61,,,,
2019-01-29,1449.01,,,,
2019-01-30,1476.25,,,,
2019-01-31,1492.91,,,,
2019-02-01,1448.29,,,,
2019-02-02,1496.76,,,,
2019-02-04,1479.47,,,,
2019-02-05,1452.06,,,,
2019-02-06,1460.21,,,,
2019-02-07,1447.09,,,,
2019-02-08,1418.15,,,,
2019-02-09,1383.31,,,,
2019-02-11,1331.25,,,,
2019-02-12,1344.35,,,,
2019-02-13,1414.46,,,,
2019-02-14,1445.05,,,,
2019-02-15,1434.17,,,,
2019-02-16,1426.72,,,,
2019-02-18,1393.82,,,,
2019-02-19,1408.92,,,,
2019-02-20,1382.45,,,,
2019-02-21,1390.59,,,,
2019-02-22,1433.37,,,,
2019-02-23,1371.37,,,,
2019-02-25,1407.7,,,,
2019-02-26,1396.12,,,,
2019-02-27,1397.69,,,,
2019-02-28,1399.05,,,,
2019-03-01,1383.21,,,,
2019-03-02,1404.28,,,,
2019-03-04,1414.18,,,,
2019-03-05,1450.43,,,,
2019-03-06,1424.95,,,,
2019-03-07,1433.84,,,,
2019-03-08,1447.88,,,,
2019-03-09,1417.66,,,,
2019-03-11,1409.56,,,,
2019-03-12,1402.1,,,,
2019-03-13,1423.25,,,,
2019-03-14,1427.54,,,,
2019-03-15,1422.05,,,,
2019-03-16,1437.5,,,,
2019-03-18,1471.23,,,,
2019-03-19,1493.15,,,,
2019-03-20,1463.71,,,,
2019-03-21,1486.66,,,,
2019-03-22,1526.16,,,,
2019-03-23,1491.75,,,,
2019-03-25,1521.7,,,,
2019-03-26,1531.17,,,,
2019-03-27,1568.07,,,,
2019-03-28,1600.01,,,,
2019-03-29,1595.35,,,,
2019-03-30,1642.52,,,,
2019-04-01,1692.03,,,,
2019-04-02,1719.55,,,,
2019-04-03,1642.48,,,,
2019-04-04,1619.34,,,,
2019-04-05,1663.98,,,,
2019-04-06,1641.38,,,,
2019-04-08,1629.91,,,,
2019-04-10,1625.87,,,,
2019-04-11,1657.14,,,,
2019-04-12,1622.74,,,,
2019-04-13,1711.78,,,,
2019-04-16,1760.12,,,,
2019-04-17,1786.66,,,,
2019-04-22,1752.54,,,,
2019-04-24,1826.0549999999998,,,,
2019-04-25,1907.455,,,,
2019-04-26,2139.26,,,,
2019-04-27,2158.5950000000003,,,,
2019-04-29,2320.855,,,,
2019-04-30,2344.675,,,,
2019-05-01,2422.2200000000003,,,,
2019-05-02,2314.31,,,,
2019-05-03,2453.685,,,,
2019-05-04,2463.29,,,,
2019-05-06,2636.265,,,,
2019-05-07,2625.125,,,,
2019-05-08,2659.165,,,,
2019-05-09,2548.38,,,,
2019-05-10,2569.4449999999997,,,,
2019-05-11,2477.625,,,,
2019-05-13,2282.0150000000003,,,,
2019-05-14,2298.495,,,,
2019-05-15,2338.75,,,,
2019-05-16,2459.47,,,,
2019-05-17,2461.215,,,,
2019-05-18,2412.26,,,,
2019-05-20,2421.23,,,,
2019-05-21,2365.84,,,,
2019-05-22,2300.175,,,,
2019-05-23,2322.1549999999997,,,,
2019-05-24,2365.58,,,,
2019-05-25,2300.605,,,,
2019-05-27,2352.6,,,,
2019-05-28,2382.425,,,,
2019-05-29,2377.8,,,,
2019-05-30,2423.89,,,,
2019-05-31,2449.205,,,,
2019-06-03,2489.335,,,,
2019-06-04,2579.71,,,,
2019-06-06,2547.43,,,,
2019-06-07,2487.135,,,,
2019-06-08,2578.41,,,,
2019-06-10,2528.45,,,,
2019-06-12,2581.3950000000004,,,,
2019-06-13,2612.3199999999997,,,,
2019-06-14,2679.81,,,,
2019-06-15,2807.6,,,,
2019-06-18,3134.34,,,,
2019-06-19,3141.69,,,,
2019-06-20,3244.84,,,,
2019-06-21,3156.44,,,,
2019-06-22,3110.75,,,,
2019-06-24,2941.88,,,,
2019-06-26,3079.0699999999997,,,,
2019-06-27,3083.005,,,,
2019-06-28,3074.05,,,,
2019-06-29,3205.62,,,,
2019-07-02,3302.4700000000003,,,,
2019-07-03,3148.135,,,,
2019-07-04,3259.72,,,,
2019-07-05,3214.3,,,,
2019-07-06,3182.2200000000003,,,,
2019-07-08,3108.315,,,,
2019-07-10,3096.88,,,,
2019-07-11,3246.74,,,,
2019-07-12,3246.66,,,,
2019-07-13,3467.1800000000003,,,,
2019-07-15,3372.75,,,,
2019-07-16,3630.825,,,,
2019-07-17,3629.08,,,,
2019-07-18,3832.67,,,,
2019-07-19,3713.74,,,,
2019-07-20,3683.91,,,,
2019-07-22,3586.265,,,,
2019-07-24,3543.3050000000003,,,,
2019-07-25,3655.35,,,,
2019-07-26,3682.8,,,,
2019-07-27,3790.3050000000003,,,,
2019-07-29,3626.48,,,,
2019-07-30,3908.19,,,,
2019-07-31,3979.225,,,,
2019-08-01,4250.75,,,,
2019-08-02,4454.275,,,,
2019-08-03,4694.17,,,,
2019-08-05,4436.005,,,,
2019-08-06,4309.005,,,,
2019-08-07,3816.715,,,,
2019-08-08,3744.78,,,,
2019-08-09,3739.05,,,,
2019-08-10,4036.37,,,,
2019-08-13,3833.5299999999997,,,,
2019-08-14,3823.1400000000003,,,,
2019-08-16,3223.375,,,,
2019-08-17,3059.5,,,,
2019-08-19,2557.1,,,,
2019-08-20,2359.325,,,,
2019-08-21,2697.06,,,,
2019-08-22,3047.375,,,,
2019-08-23,2623.9750000000004,,,,
2019-08-24,2638.94,,,,
2019-08-26,2675.77,,,,
2019-08-27,2746.915,,,,
2019-08-28,2942.455,,,,
2019-08-29,3030.615,,,,
2019-08-30,2857.42,,,,
2019-08-31,2696.88,,,,
2019-09-02,2658.5600000000004,,,,
2019-09-03,2785.215,,,,
2019-09-04,2780.815,,,,
2019-09-05,2922.8100000000004,,,,
2019-09-06,2959.965,,,,
2019-09-07,3026.4350000000004,,,,
2019-09-09,2991.55,,,,
2019-09-10,3000.16,,,,
2019-09-12,3004.45,,,,
2019-09-13,3156.435,,,,
2019-09-14,3198.62,,,,
2019-09-16,3356.665,,,,
2019-09-17,3410.455,,,,
2019-09-18,3367.2250000000004,,,,
2019-09-19,3314.9049999999997,,,,
2019-09-20,3209.91,,,,
2019-09-21,3089.135,,,,
2019-09-23,3029.245,,,,
2019-09-24,2792.325,,,,
2019-09-25,2859.055,,,,
2019-09-26,2894.325,,,,
2019-09-27,3077.63,,,,
2019-09-28,2958.02,,,,
2019-09-30,2812.0150000000003,,,,
2019-10-01,2825.38,,,,
2019-10-03,2908.8599999999997,,,,
2019-10-04,2935.6800000000003,,,,
2019-10-05,2952.855,,,,
2019-10-07,2934.73,,,,
2019-10-09,2896.025,,,,
2019-10-10,2851.6949999999997,,,,
2019-10-11,2854.04,,,,
2019-10-12,2804.255,,,,
2019-10-14,2691.175,,,,
2019-10-15,2551.33,,,,
2019-10-16,2507.985,,,,
2019-10-17,2502.615,,,,
2019-10-18,2393.19,,,,
2019-10-19,2357.885,,,,
2019-10-21,2257.51,,,,
2019-10-22,2256.87,,,,
2019-10-23,2264.295,,,,
2019-10-24,2378.8199999999997,,,,
2019-10-25,2497.12,,,,
2019-10-26,2434.15,,,,
2019-10-28,2528.805,,,,
2019-10-29,2462.875,,,,
2019-10-30,2416.6800000000003,,,,
2019-10-31,2378.66,,,,
2019-11-01,2444.94,,,,
2019-11-02,2474.83,,,,
2019-11-04,2683.205,,,,
2019-11-05,2662.915,,,,
2019-11-06,2714.26,,,,
2019-11-07,2691.29,,,,
2019-11-08,2603.2,,,,
2019-11-09,2532.98,,,,
2019-11-11,2721.7,,,,
2019-11-12,2686.9700000000003,,,,
2019-11-13,2704.81,,,,
2019-11-14,2732.2650000000003,,,,
2019-11-15,2789.16,,,,
2019-11-16,2865.99,,,,
2019-11-18,2956.1949999999997,,,,
2019-11-19,2946.2200000000003,,,,
2019-11-20,2930.045,,,,
2019-11-21,2817.555,,,,
2019-11-22,2860.4449999999997,,,,
2019-11-23,2887.925,,,,
2019-11-25,2930.875,,,,
2019-11-26,2921.885,,,,
2019-11-27,2906.59,,,,
2019-11-28,2912.725,,,,
2019-11-29,2889.355,,,,
2019-11-30,2871.475,,,,
2019-12-02,2853.44,,,,
2019-12-03,2814.6549999999997,,,,
2019-12-04,2787.2,,,,
2019-12-05,2815.545,,,,
2019-12-06,2910.22,,,,
2019-12-07,2869.545,,,,
2019-12-09,2975.86,,,,
2019-12-10,2946.215,,,,
2019-12-11,2943.125,,,,
2019-12-12,2928.8999999999996,,,,
2019-12-13,2943.355,,,,
2019-12-14,2956.635,,,,
2019-12-16,3105.265,,,,
2019-12-17,3185.0249999999996,,,,
2019-12-18,3336.7650000000003,,,,
2019-12-19,3257.99,,,,
2019-12-20,3246.34,,,,
2019-12-21,3289.87,,,,
2019-12-23,3513.7,,,,
2019-12-24,3493.0150000000003,,,,
2019-12-26,3416.1949999999997,,,,
2019-12-27,3425.83,,,,
2019-12-28,3604.885,,,,
2019-12-30,3772.285,,,,
2019-12-31,3790.45,,,,
2020-01-01,3755.815,,,,
2020-01-02,3749.18,,,,
2020-01-03,3874.065,,,,
2020-01-04,4056.245,,,,
2020-01-06,3933.3599999999997,,,,
2020-01-07,3868.7200000000003,,,,
2020-01-08,3874.13,,,,
2020-01-09,3875.085,,,,
2020-01-10,3830.555,,,,
2020-01-11,3819.395,,,,
2020-01-13,3675.1099999999997,,,,
2020-01-14,3675.84,,,,
2020-01-16,3937.295,,,,
2020-01-17,3921.67,,,,
2020-01-18,3764.71,,,,
2020-01-20,3750.55,,,,
2020-01-21,3676.165,,,,
2020-01-22,3795.735,,,,
2020-01-23,3711.49,,,,
2020-01-24,3663.0550000000003,,,,
2020-01-25,3585.8500000000004,,,,
2020-01-27,3726.25,,,,
2020-01-28,3685.73,,,,
2020-01-29,3660.565,,,,
2020-01-30,3657.51,,,,
2020-01-31,3627.685,,,,
2020-02-01,3465.14,,,,
2020-02-03,3489.825,,,,
2020-02-04,3427.49,,,,
2020-02-05,3502.465,,,,
2020-02-06,3580.1800000000003,,,,
2020-02-07,3542.575,,,,
2020-02-08,3615.485,,,,
2020-02-10,3741.285,,,,
2020-02-11,3607.165,,,,
2020-02-12,3576.75,,,,
2020-02-13,3528.07,,,,
2020-02-14,3379.0150000000003,,,,
2020-02-15,3389.27,,,,
2020-02-17,3375.145,,,,
2020-02-18,3256.36,,,,
2020-02-19,3264.3450000000003,,,,
2020-02-20,3129.315,,,,
2020-02-21,3080.435,,,,
2020-02-22,2911.015,,,,
2020-02-24,2851.325,,,,
2020-02-25,2745.0,,,,
2020-02-26,2966.24,,,,
2020-02-27,3210.755,,,,
2020-02-28,3042.16,,,,
2020-02-29,3006.43,,,,
2020-03-02,2985.135,,,,
2020-03-03,2740.19,,,,
2020-03-04,2658.76,,,,
2020-03-05,2627.66,,,,
2020-03-06,2728.76,,,,
2020-03-07,2746.67,,,,
2020-03-09,2782.285,,,,
2020-03-10,2747.7650000000003,,,,
2020-03-11,2741.72,,,,
2020-03-12,2644.105,,,,
2020-03-13,2332.955,,,,
2020-03-18,2382.18,,,,
2020-03-19,2348.24,,,,
2020-05-28,1769.93,,,,
2020-06-03,1850.89,,,,
2020-06-04,1617.51,,,,
2020-06-05,1780.43,,,,
2020-06-06,1724.2,,,,
2020-06-08,1782.96,,,,
2020-06-09,1626.51,,,,
2020-06-10,1658.31,,,,
2020-06-12,1533.03,,,,
2020-06-13,1440.28,,,,
2020-06-15,1145.35,,,,
2020-06-16,1069.57,,,,
2020-06-17,1215.8,,,,
2020-06-19,1335.71,,,,
2020-06-22,1348.9,,,,
2020-06-23,1443.68,,,,
2020-06-24,1478.87,,,,
2020-06-25,1654.4,,,,
2020-06-26,1687.92,,,,
2020-06-27,1674.45,,,,
2020-06-29,1658.38,,,,
2020-06-30,1553.67,,,,
2020-07-01,1615.08,,,,
2020-07-02,1658.71,,,,
2020-07-03,1811.45,,,,
2020-07-04,1696.61,,,,
2020-07-06,1586.85,,,,
2020-07-07,1600.13,,,,
2020-07-08,1665.5,,,,
2020-07-09,1595.96,,,,
2020-07-10,1615.58,,,,
2020-07-13,1630.07,,,,
2020-07-14,1619.57,,,,
2020-07-15,1603.96,,,,
2020-07-16,1648.71,,,,
2020-07-17,1597.65,,,,
2020-07-18,1670.67,,,,
2020-07-22,1624.12,,,,
2020-07-24,1582.96,,,,
2020-07-25,1538.36,,,,
2020-07-28,1596.16,,,,
2020-07-30,1573.44,,,,
2020-08-01,1503.37,,,,
2020-08-03,1402.35,,,,
2020-08-04,1401.8,,,,
2020-08-05,1462.21,,,,
2020-08-06,1483.06,,,,
2020-08-07,1681.01,,,,
2020-08-08,1775.98,,,,
2020-08-10,1950.36,,,,
2020-08-11,1725.28,,,,
2020-08-12,1756.35,,,,
2020-08-13,1818.3,,,,
2020-08-14,1855.56,,,,
2020-08-17,1760.52,,,,
2020-08-18,1758.04,,,,
2020-08-19,1731.61,,,,
2020-08-20,1809.06,,,,
2020-08-21,1760.84,,,,
2020-08-22,1744.12,,,,
2020-08-24,1740.44,,,,
2020-08-25,1675.31,,,,
2020-08-26,1741.31,,,,
2020-08-27,1662.41,,,,
2020-08-28,1688.56,,,,
2020-08-29,1771.48,,,,
2020-09-01,1760.6,,,,
2020-09-02,1714.04,,,,
2020-09-03,1761.99,,,,
2020-09-04,1740.86,,,,
2020-09-05,1777.63,,,,
2020-09-07,1760.81,,,,
2020-09-08,1702.04,,,,
2020-09-09,1701.38,,,,
2020-09-10,1672.61,,,,
2020-09-11,1741.13,,,,
2020-09-12,1710.94,,,,
2020-09-14,1607.48,,,,
2020-09-15,1643.49,,,,
2020-09-16,1599.15,,,,
2020-09-17,1570.22,,,,
2020-09-18,1560.39,,,,
2020-09-19,1445.12,,,,
2020-09-21,1505.16,,,,
2020-09-22,1486.15,,,,
2020-09-23,1505.23,,,,
2020-09-24,1543.51,,,,
2020-09-25,1573.99,,,,
2020-09-26,1634.49,,,,
2020-09-28,1571.96,,,,
2020-09-29,1510.45,,,,
2020-09-30,1538.08,,,,
2020-10-01,1501.73,,,,
2020-10-03,1445.185,,,,
2020-10-05,1497.385,,,,
2020-10-06,1561.105,,,,
2020-10-07,1581.32,,,,
2020-10-08,1497.2649999999999,,,,
2020-10-09,1498.17,,,,
2020-10-10,1477.1,,,,
2020-10-12,1475.2,,,,
2020-10-13,1455.28,,,,
2020-10-14,1412.37,,,,
2020-10-15,1421.005,,,,
2020-10-16,1390.6399999999999,,,,
2020-10-17,1442.975,,,,
2020-10-19,1433.42,,,,
2020-10-20,1479.875,,,,
2020-10-21,1488.2399999999998,,,,
2020-10-22,1530.62,,,,
2020-10-23,1487.8899999999999,,,,
2020-10-24,1489.565,,,,
2020-10-26,1409.74,,,,
2020-10-27,1403.545,,,,
2020-10-28,1387.25,,,,
2020-10-29,1422.9850000000001,,,,
2020-10-30,1495.54,,,,
2020-10-31,1427.4299999999998,,,,
2020-11-02,1377.5949999999998,,,,
2020-11-03,1332.8,,,,
2020-11-04,1341.39,,,,
2020-11-05,1342.695,,,,
2020-11-06,1357.47,,,,
2020-11-07,1362.6399999999999,,,,
2020-11-09,1483.7849999999999,,,,
2020-11-10,1433.0349999999999,,,,
2020-11-11,1388.21,,,,
2020-11-12,1427.0349999999999,,,,
2020-11-13,1451.76,,,,
2020-11-16,1506.76,,,,
2020-11-17,1436.21,,,,
2020-11-18,1415.385,,,,
2020-11-19,1421.415,,,,
2020-11-20,1484.595,,,,
2020-11-21,1539.83,,,,
2020-11-23,1636.225,,,,
2020-11-24,1563.5,,,,
2020-11-25,1582.945,,,,
2020-11-26,1613.31,,,,
2020-11-27,1676.365,,,,
2020-11-28,1627.345,,,,
2020-11-30,1590.13,,,,
2020-12-01,1601.395,,,,
2020-12-02,1605.05,,,,
2020-12-03,1624.1999999999998,,,,
2020-12-04,1653.58,,,,
2020-12-05,1661.855,,,,
2020-12-07,1655.5500000000002,,,,
2020-12-08,1662.56,,,,
2020-12-09,1648.835,,,,
2020-12-10,1721.5,,,,
2020-12-11,1698.165,,,,
2020-12-12,1713.93,,,,
2020-12-14,1782.105,,,,
2020-12-15,1840.385,,,,
2020-12-16,1963.25,,,,
2020-12-17,1845.9,,,,
2020-12-18,1840.555,,,,
2020-12-19,1782.9499999999998,,,,
2020-12-21,1752.68,,,,
2020-12-22,1689.0700000000002,,,,
2020-12-23,1690.9,,,,
2020-12-24,1728.18,,,,
2020-12-26,1836.28,,,,
2020-12-28,1817.705,,,,
2020-12-29,1748.345,,,,
2020-12-30,1764.2150000000001,,,,
2020-12-31,1690.83,,,,
2021-01-01,1710.89,,,,
2021-01-02,1697.15,,,,
2021-01-04,1622.025,,,,
2021-01-05,1606.0700000000002,,,,
2021-01-06,1672.62,,,,
2021-01-07,1714.8899999999999,,,,
2021-01-08,1676.87,,,,
2021-01-09,1677.53,,,,
2021-01-11,1638.295,,,,
2021-01-12,1542.925,,,,
2021-01-13,1586.65,,,,
2021-01-15,1664.6,,,,
2021-01-16,1652.23,,,,
2021-01-19,1609.365,,,,
2021-01-20,1588.63,,,,
2021-01-21,1540.77,,,,
2021-01-22,1573.545,,,,
2021-01-23,1571.1,,,,
2021-01-25,1574.83,,,,
2021-01-27,1546.6950000000002,,,,
2021-01-28,1598.65,,,,
2021-01-29,1511.915,,,,
2021-01-30,1462.235,,,,
2021-02-01,1455.84,,,,
2021-02-02,1532.5900000000001,,,,
2021-02-03,1575.21,,,,
2021-02-04,1574.49,,,,
2021-02-05,1538.03,,,,
2021-02-06,1495.27,,,,
2021-02-08,1527.4850000000001,,,,
2021-02-09,1489.495,,,,
2021-02-10,1513.185,,,,
2021-02-11,1523.74,,,,
2021-02-12,1459.9850000000001,,,,
2021-02-13,1356.155,,,,
2021-02-15,1413.495,,,,
2021-02-16,1383.54,,,,
2021-02-17,1372.685,,,,
2021-02-18,1312.6799999999998,,,,
2021-02-19,1320.375,,,,
2021-02-20,1352.84,,,,
2021-02-22,1389.695,,,,
2021-02-23,1345.655,,,,
2021-02-24,1482.49,,,,
2021-02-25,1473.6149999999998,,,,
2021-02-26,1382.615,,,,
2021-02-27,1360.815,,,,
2021-03-01,1356.9899999999998,,,,
2021-03-02,1360.1,,,,
2021-03-03,1423.92,,,,
2021-03-04,1443.525,,,,
2021-03-05,1426.6950000000002,,,,
2021-03-06,1474.175,,,,
2021-03-08,1457.6350000000002,,,,
2021-03-09,1371.635,,,,
2021-03-10,1405.005,,,,
2021-03-11,1375.48,,,,
2021-03-12,1335.195,,,,
2021-03-13,1307.62,,,,
2021-03-15,1364.745,,,,
2021-03-16,1315.39,,,,
2021-03-17,1345.48,,,,
2021-03-19,1288.5,,,,
2021-03-20,1354.64,,,,
2021-03-22,1312.58,,,,
2021-03-23,1246.365,,,,
2021-03-24,1265.01,,,,
2021-03-25,1299.04,,,,
2021-03-26,1348.07,,,,
2021-03-27,1362.31,,,,
2021-03-29,1283.29,,,,
2021-03-30,1256.025,,,,
2021-03-31,1310.77,,,,
2021-04-03,1451.86,,,,
2021-04-05,1382.645,,,,
2021-04-07,1414.52,,,,
2021-04-08,1307.6149999999998,,,,
2021-04-09,1324.6399999999999,,,,
2021-04-12,1289.545,,,,
2021-04-13,1258.81,,,,
2021-04-16,1258.225,,,,
2021-04-17,1251.65,,,,
2021-04-19,1189.105,,,,
2021-04-21,1047.395,,,,
2021-04-22,1132.99,,,,
2021-04-23,1138.085,,,,
2021-04-26,1061.61,,,,
2021-04-28,994.99,,,,
2021-04-29,949.2249999999999,,,,
2021-04-30,935.4200000000001,,,,
2021-05-01,861.02,,,,
2021-05-07,1050.0949999999998,,,,
2021-06-26,1121.2350000000001,,,,
2021-06-28,1021.03,,,,
2021-06-29,1013.59,,,,
2021-06-30,995.06,,,,
2021-07-01,1016.725,,,,
2021-07-02,979.315,,,,
2021-07-05,1026.59,,,,
2021-07-06,1045.415,,,,
2021-07-07,1017.985,,,,
2021-07-08,1040.4450000000002,,,,
2021-07-09,1003.36,,,,
2021-07-10,1074.095,,,,
2021-07-12,1096.74,,,,
2021-07-13,1125.42,,,,
2021-07-14,1088.3899999999999,,,,
2021-07-15,1112.545,,,,
2021-07-16,1128.73,,,,
2021-07-17,1132.6399999999999,,,,
2021-07-19,1173.15,,,,
2021-07-20,1129.49,,,,
2021-07-22,1112.83,,,,
2021-07-23,1070.385,,,,
2021-07-24,1116.7,,,,
2021-07-26,1062.35,,,,
2021-07-27,1076.87,,,,
2021-07-28,1043.34,,,,
2021-07-29,1038.38,,,,
2021-07-30,1009.04,,,,
2021-07-31,1037.205,,,,
2021-08-02,1046.44,,,,
2021-08-03,1048.59,,,,
2021-08-04,999.725,,,,
2021-08-05,982.05,,,,
2021-08-06,1010.84,,,,
2021-08-09,1042.77,,,,
2021-08-10,1034.58,,,,
2021-08-11,1009.54,,,,
2021-08-12,981.78,,,,
2021-08-13,987.12,,,,
2021-08-14,1029.19,,,,
2021-08-16,1027.49,,,,
2021-08-17,1073.06,,,,
2021-08-18,1113.575,,,,
2021-08-20,1097.33,,,,
2021-08-24,1133.0549999999998,,,,
2021-08-25,1152.48,,,,
2021-08-26,1129.1799999999998,,,,
